members,companyName,followersCount,memberUrn,companyFollowerCount
0,Commonwealth Bank,506,urn:li:member:10013136,198859
1,Commonwealth Bank,506,urn:li:member:10013136,198859
2,CommSec,506,urn:li:member:10013136,10047
3,Commonwealth Bank,506,urn:li:member:10013136,198859
4,PayPal,951,urn:li:member:100186032,300723
5,Optus,951,urn:li:member:100186032,71403
6,IBM,951,urn:li:member:100186032,4385293
7,IBM,951,urn:li:member:100186032,4385293
8,IBM,951,urn:li:member:100186032,4385293
9,IBM,951,urn:li:member:100186032,4385293
10,IBM,951,urn:li:member:100186032,4385293
11,Jigsaw Clothing,951,urn:li:member:100186032,15839
12,Hotel Grand Chancellor Hobart,886,urn:li:member:100189195,251
13,Hilton Hotels & Resorts,886,urn:li:member:100189195,47886
14,Adelaide Convention Centre,886,urn:li:member:100189195,3043
15,Taj Hotels,886,urn:li:member:100189195,124267
16,The Star Gold Coast,886,urn:li:member:100189195,
17,"Fairmont Resort & Spa Blue Mountains, MGallery by Sofitel",886,urn:li:member:100189195,391
18,The Star Gold Coast,886,urn:li:member:100189195,
19,Laing O'Rourke,556,urn:li:member:100207000,149380
20,CPB Contractors,556,urn:li:member:100207000,117254
21,CPB Contractors,556,urn:li:member:100207000,117254
22,Costain Group PLC,556,urn:li:member:100207000,45954
23,Lendlease,556,urn:li:member:100207000,205942
24,Laing O'Rourke,556,urn:li:member:100207000,149380
25,Transport for NSW,15286,urn:li:member:100271877,37530
26,Reserve Bank of Australia,15286,urn:li:member:100271877,23099
27,Amcor,15286,urn:li:member:100271877,58372
28,Orica,15286,urn:li:member:100271877,62718
29,SAP Ariba,15286,urn:li:member:100271877,68163
30,IBM,15286,urn:li:member:100271877,4385293
31,NetApp,15286,urn:li:member:100271877,380980
32,NestlÃ©,15286,urn:li:member:100271877,3081546
33,Novartis,15286,urn:li:member:100271877,1273365
34,Ciber Global,15286,urn:li:member:100271877,97135
35,GSK,15286,urn:li:member:100271877,1190501
36,SAP,15286,urn:li:member:100271877,1189220
37,HCL AXON,15286,urn:li:member:100271877,25021
38,RZ Group,15286,urn:li:member:100271877,9983
39,Creative Personnel,15286,urn:li:member:100271877,5906
40,Deloitte Australia,4247,urn:li:member:1002879,98763
41,Grant Thornton Australia,4247,urn:li:member:1002879,13694
42,Grant Thornton Australia,4247,urn:li:member:1002879,13694
43,PwC,4247,urn:li:member:1002879,1660685
44,National Australia Bank,4247,urn:li:member:1002879,151686
45,King & Wood Mallesons,4247,urn:li:member:1002879,31923
46,Commonwealth Bank,4247,urn:li:member:1002879,198859
47,KPMG,4247,urn:li:member:1002879,795604
48,Cuscal Limited,4247,urn:li:member:1002879,6004
49,Manpower UK,4247,urn:li:member:1002879,31594
50,Victoria University,7908,urn:li:member:100324129,91391
51,Exercise & Sports Science Australia (ESSA),7908,urn:li:member:100324129,5293
52,University of Verona,7908,urn:li:member:100324129,9038
53,Exercise & Sports Science Australia (ESSA),7908,urn:li:member:100324129,5293
54,The University of Western Australia,7908,urn:li:member:100324129,104370
55,Universidade Federal de Pernambuco,7908,urn:li:member:100324129,64404
56,Hunter Valley Coal Chain Coordinator,221,urn:li:member:100356487,744
57,University of Newcastle,221,urn:li:member:100356487,88257
58,Hunter Valley Coal Chain Coordinator,221,urn:li:member:100356487,744
59,Hunter Valley Coal Chain Coordinator,221,urn:li:member:100356487,744
60,Gilbert + Tobin,221,urn:li:member:100356487,8150
61,JPMorgan Chase & Co.,221,urn:li:member:100356487,1178748
62,Hunter Valley Coal Chain Coordinator,221,urn:li:member:100356487,744
63,Groupon,1018,urn:li:member:100359188,253116
64,Universal Music Group,1018,urn:li:member:100359188,250752
65,Karen David International,995,urn:li:member:100369680,14
66,General Assembly,137,urn:li:member:100378715,85260
67,ASG Group,372,urn:li:member:100496000,13683
68,Dialog Information Technology,372,urn:li:member:100496000,6842
69,HCL Technologies,372,urn:li:member:100496000,910615
70,Guerrilla,70,urn:li:member:100497522,758
71,Guerrilla,70,urn:li:member:100497522,758
72,Biarri,358,urn:li:member:100518114,1361
73,Console Connect,358,urn:li:member:100518114,814
74,Console Connect,358,urn:li:member:100518114,814
75,NEXTDC,358,urn:li:member:100518114,7435
76,The University of Queensland,358,urn:li:member:100518114,181090
77,The University of Queensland,358,urn:li:member:100518114,181090
78,The University of Queensland,358,urn:li:member:100518114,181090
79,The University of Queensland,358,urn:li:member:100518114,181090
80,GEON print & communications solutions,358,urn:li:member:100518114,908
81,Twyla AI,358,urn:li:member:100518114,
82,Enriched Health Care,255,urn:li:member:100518471,105
83,Burgess Hill Physiotherapy,255,urn:li:member:100518471,25
84,Softlink,486,urn:li:member:10066220,715
85,"Department of Education & Training, Victoria",486,urn:li:member:10066220,21556
86,"Department of Health, Victoria - now Department of Health & Human Services, Victoria",486,urn:li:member:10066220,3834
87,Datalink Internet Systems Pty Ltd,486,urn:li:member:10066220,51
88,Datalink Internet Systems Pty Ltd,486,urn:li:member:10066220,51
89,Datalink Internet Systems Pty Ltd,486,urn:li:member:10066220,51
90,Datalink Internet Systems Pty Ltd,486,urn:li:member:10066220,51
91,Datalink Internet Systems Pty Ltd,486,urn:li:member:10066220,51
92,Strathfield Group,486,urn:li:member:10066220,110
93,Griffith University,486,urn:li:member:10066220,148934
94,Prodonovich Advisory,8115,urn:li:member:10071947,48
95,Meritas Law Firms Worldwide,8115,urn:li:member:10071947,992
96,Prodonovich Advisory,8115,urn:li:member:10071947,48
97,FMRC,8115,urn:li:member:10071947,35
98,Legal Sales and Service Organization,8115,urn:li:member:10071947,202
99,The College of Law Australia,8115,urn:li:member:10071947,5715
100,Lawyers Weekly,8115,urn:li:member:10071947,9235
101,Lawyers Weekly,8115,urn:li:member:10071947,9235
102,The Law Society of New South Wales,8115,urn:li:member:10071947,10358
103,Practice Builders,8115,urn:li:member:10071947,12
104,Crowe Horwath Australia,8115,urn:li:member:10071947,8306
105,ICON APAC,8115,urn:li:member:10071947,1001
106,"rogenSi is now TeleTech Consulting, Learning & Performance",8115,urn:li:member:10071947,5387
107,Baker McKenzie,8115,urn:li:member:10071947,137421
108,Arthur Andersen & Co.,8115,urn:li:member:10071947,1972
109,United International Pictures,8115,urn:li:member:10071947,5923
110,Village Roadshow,8115,urn:li:member:10071947,15613
111,Law Institute of Victoria,8115,urn:li:member:10071947,12056
112,Lawyers Weekly,8115,urn:li:member:10071947,9235
113,Lawyers Weekly,8115,urn:li:member:10071947,9235
114,Lawyers Weekly,8115,urn:li:member:10071947,9235
115,ACCC,209,urn:li:member:100723005,7780
116,Department of Communications and the Arts,209,urn:li:member:100723005,8782
117,Australian Chamber of Commerce and Industry,209,urn:li:member:100723005,1977
118,"Department of Industry, Innovation and Science",209,urn:li:member:100723005,13335
119,Australian Renewable Energy Agency (ARENA),209,urn:li:member:100723005,10738
120,Australian Renewable Energy Agency (ARENA),209,urn:li:member:100723005,10738
121,Australian Department of Health,209,urn:li:member:100723005,15654
122,Community Legal Centres Queensland,2233,urn:li:member:100795889,76
123,Deakin University,2233,urn:li:member:100795889,159999
124,Justice Connect,2233,urn:li:member:100795889,3510
125,Corrs Chambers Westgarth,2233,urn:li:member:100795889,12433
126,Deakin University,2233,urn:li:member:100795889,159999
127,Westerntel,2233,urn:li:member:100795889,
128,Victoria University,0,urn:li:member:100799579,91391
129,Victoria University,0,urn:li:member:100799579,91391
130,University of Melbourne,0,urn:li:member:100799579,263880
131,Target Australia,0,urn:li:member:100799579,32722
132,Target Australia,0,urn:li:member:100799579,32722
133,3KND/SEIMA,0,urn:li:member:100799579,37
134,Essendon Football Club,0,urn:li:member:100799579,6283
135,City of Melbourne,0,urn:li:member:100799579,36974
136,City of Melbourne,0,urn:li:member:100799579,36974
137,Essendon Football Club,0,urn:li:member:100799579,6283
138,City of Melbourne,0,urn:li:member:100799579,36974
139,City of Port Phillip,0,urn:li:member:100799579,2995
140,Melbourne International Arts Festival,0,urn:li:member:100799579,3942
141,University of Melbourne,0,urn:li:member:100799579,263880
142,SMEC,528,urn:li:member:100947871,49219
143,Vee Design,1191,urn:li:member:100959636,368
144,Australian Institute of Landscape Architects (AILA),1191,urn:li:member:100959636,1733
145,Australian Institute of Landscape Architects (AILA),1191,urn:li:member:100959636,1733
146,Australian Institute of Landscape Architects (AILA),1191,urn:li:member:100959636,1733
147,EDAW,1191,urn:li:member:100959636,3290
148,HASSELL,1191,urn:li:member:100959636,52326
149,The University of Queensland,1262,urn:li:member:100988801,181090
150,University of Canberra,872,urn:li:member:101181494,46741
151,Vatis Consulting,570,urn:li:member:10119146,28
152,DXC Red Rock,570,urn:li:member:10119146,6741
153,Boral,570,urn:li:member:10119146,20928
154,Vodafone,570,urn:li:member:10119146,1026133
155,Vodafone,570,urn:li:member:10119146,1026133
156,eHealth NSW,570,urn:li:member:10119146,3853
157,"PRICEWATERHOUSE COOPERS, S.C.",463,urn:li:member:101205948,3118
158,Thomson Reuters Recap,463,urn:li:member:101205948,6236
159,The University of Queensland,463,urn:li:member:101205948,181090
160,Pinnacle Project Solutions Pty Ltd,562,urn:li:member:101239222,4
161,University of Sydney,562,urn:li:member:101239222,247381
162,University of Sydney,562,urn:li:member:101239222,247381
163,University of Sydney,562,urn:li:member:101239222,247381
164,NSW Department of Education,562,urn:li:member:101239222,41743
165,NSW Department of Education,562,urn:li:member:101239222,41743
166,NSW Department of Education,562,urn:li:member:101239222,41743
167,NSW Department of Education,562,urn:li:member:101239222,41743
168,NSW Department of Education,562,urn:li:member:101239222,41743
169,TAFE NSW,562,urn:li:member:101239222,166837
170,TAFE NSW,562,urn:li:member:101239222,166837
171,NSW Department of Education,562,urn:li:member:101239222,41743
172,NSW Department of Education,562,urn:li:member:101239222,41743
173,Invoice2go,254,urn:li:member:101432114,3320
174,Talent Generation Pty Ltd,254,urn:li:member:101432114,17
175,The Benevolent Society,555,urn:li:member:101436132,6779
176,TNT Australia,555,urn:li:member:101436132,3423
177,TNT Australia,555,urn:li:member:101436132,3423
178,TNT Australia,555,urn:li:member:101436132,3423
179,TNT Australia,555,urn:li:member:101436132,3423
180,Hubb Financial Group,555,urn:li:member:101436132,
181,"Veriglif, the worldâ€™s first global consumer data ecosystem ",555,urn:li:member:101436132,60
182,Lendlease,1218,urn:li:member:101445692,205942
183,McNab,1218,urn:li:member:101445692,6419
184,Veolia,1218,urn:li:member:101445692,131327
185,Lendlease,1218,urn:li:member:101445692,205942
186,Lendlease,1218,urn:li:member:101445692,205942
187,The Centre for Social Impact,721,urn:li:member:10145101,2591
188,Monash University,721,urn:li:member:10145101,279605
189,Impact Investing Australia,721,urn:li:member:10145101,702
190,Pacific Corporate Group,721,urn:li:member:10145101,690
191,Centre for Sustainability Leadership,721,urn:li:member:10145101,3538
192,Truckee Meadows Community College,721,urn:li:member:10145101,14160
193,Morgan Stanley,721,urn:li:member:10145101,739603
194,The Centre for Social Impact,721,urn:li:member:10145101,2591
195,Impact Investment Group,721,urn:li:member:10145101,1551
196,Rebel media,900,urn:li:member:101458912,144
197,Industry Pathways,900,urn:li:member:101458912,131
198,Industry Pathways,900,urn:li:member:101458912,131
199,WFI Insurance,900,urn:li:member:101458912,1788
200,Drake International,900,urn:li:member:101458912,53687
201,WIN Television Sales,900,urn:li:member:101458912,341
202,Russell Mineral Equipment,900,urn:li:member:101458912,1493
203,Drake International - Australia,900,urn:li:member:101458912,2700
204,Executive Elite,900,urn:li:member:101458912,99
205,Gold Coast North Chamber of Commerce and Industry Inc,900,urn:li:member:101458912,179
206,Wiley,1707,urn:li:member:10150133,3384
207,Wiley,1707,urn:li:member:10150133,3384
208,Speedwell,1707,urn:li:member:10150133,688
209,LEWIS Global Communications,1707,urn:li:member:10150133,20180
210,BI WORLDWIDE EMEA,1707,urn:li:member:10150133,
211,Wiley,1707,urn:li:member:10150133,3384
212,Jacobs,729,urn:li:member:101575507,534929
213,CH2M,729,urn:li:member:101575507,362827
214,CH2M,729,urn:li:member:101575507,362827
215,CH2M,729,urn:li:member:101575507,362827
216,"Halcrow, a CH2M Company",729,urn:li:member:101575507,44476
217,The University of Manchester,729,urn:li:member:101575507,279335
218,VICTORIAN TRADES HALL COUNCIL,221,urn:li:member:101587721,87
219,Australian Labor Party,221,urn:li:member:101587721,1923
220,Australian Labor Party,221,urn:li:member:101587721,1923
221,University of Melbourne,221,urn:li:member:101587721,263880
222,KPA Concrete,236,urn:li:member:101606834,18
223,Valecha Engineering Limited,236,urn:li:member:101606834,1995
224,Specsavers,3043,urn:li:member:101686445,35329
225,Specsavers,3043,urn:li:member:101686445,35329
226,Specsavers,3043,urn:li:member:101686445,35329
227,Specsavers,3043,urn:li:member:101686445,35329
228,Boots Opticians,3043,urn:li:member:101686445,6750
229,Dollond & Aitchison,3043,urn:li:member:101686445,274
230,Tabor College,1224,urn:li:member:101738957,3257
231,Tabor College Hoorn,1224,urn:li:member:101738957,511
232,University of Adelaide,352,urn:li:member:101740481,95586
233,The University of Western Australia,352,urn:li:member:101740481,104370
234,University of Adelaide,352,urn:li:member:101740481,95586
235,Tutors SA,352,urn:li:member:101740481,
236,University of Adelaide,352,urn:li:member:101740481,95586
237,University of Adelaide,352,urn:li:member:101740481,95586
238,The University of Western Australia,352,urn:li:member:101740481,104370
239,University of Adelaide,352,urn:li:member:101740481,95586
240,University of Adelaide,352,urn:li:member:101740481,95586
241,ACETEK Health & Aged Care,801,urn:li:member:101822796,205
242,Hills Limited,801,urn:li:member:101822796,3369
243,Questek Australia,801,urn:li:member:101822796,
244,Questek Australia,801,urn:li:member:101822796,
245,Telstra,1073,urn:li:member:10188600,192638
246,Telstra,1073,urn:li:member:10188600,192638
247,Telstra,1073,urn:li:member:10188600,192638
248,VicTrack,1073,urn:li:member:10188600,4726
249,Telstra,1073,urn:li:member:10188600,192638
250,Telstra,1073,urn:li:member:10188600,192638
251,Telstra,1073,urn:li:member:10188600,192638
252,Telstra,1073,urn:li:member:10188600,192638
253,Telstra,1073,urn:li:member:10188600,192638
254,Murdoch University,105,urn:li:member:101889460,58249
255,Fresh Start Recovery Programme,105,urn:li:member:101889460,29
256,Omni Assist Pty Ltd,105,urn:li:member:101889460,47
257,BRP,1096,urn:li:member:101921615,30874
258,BRP,1096,urn:li:member:101921615,30874
259,BRP,1096,urn:li:member:101921615,30874
260,BOMBARDIER,1096,urn:li:member:101921615,362119
261,BOMBARDIER,1096,urn:li:member:101921615,362119
262,TransGrid,596,urn:li:member:10192214,7766
263,TransGrid,596,urn:li:member:10192214,7766
264,TransGrid,596,urn:li:member:10192214,7766
265,TransGrid,596,urn:li:member:10192214,7766
266,TransGrid,596,urn:li:member:10192214,7766
267,TransGrid,596,urn:li:member:10192214,7766
268,TransGrid,596,urn:li:member:10192214,7766
269,TransGrid,596,urn:li:member:10192214,7766
270,Zinfra,596,urn:li:member:10192214,9803
271,Australia Post,480,urn:li:member:101935432,51262
272,Australia Post,480,urn:li:member:101935432,51262
273,Australia Post,480,urn:li:member:101935432,51262
274,National Australia Bank,480,urn:li:member:101935432,151686
275,HOBAN,480,urn:li:member:101935432,4234
276,Hays,480,urn:li:member:101935432,2312663
277,Cyara,3820,urn:li:member:10195703,2038
278,TiE Melbourne,3820,urn:li:member:10195703,102
279,Genesys,3820,urn:li:member:10195703,83140
280,National Australia Bank,3820,urn:li:member:10195703,151686
281,NEC Corporation,3820,urn:li:member:10195703,82881
282,WSP in Australia & New Zealand,3820,urn:li:member:10195703,28662
283,Anaplan,2598,urn:li:member:10197727,25538
284,Navig8,2598,urn:li:member:10197727,204
285,Amanxi,2598,urn:li:member:10197727,1
286,Shop4,2598,urn:li:member:10197727,5
287,PayFields,2598,urn:li:member:10197727,
288,NGA Human Resources,2598,urn:li:member:10197727,88242
289,CXC Global,2598,urn:li:member:10197727,3770
290,CXC Global,2598,urn:li:member:10197727,3770
291,MDS Pharma Services,2598,urn:li:member:10197727,6437
292,PayGlobal | Now part of MYOB,2598,urn:li:member:10197727,1041
293,Schneider Electric,2598,urn:li:member:10197727,1151791
294,Anaplan,2598,urn:li:member:10197727,25538
295,Monash University,131,urn:li:member:101979449,279605
296,Australian Government Department of Human Services,131,urn:li:member:101979449,14189
297,International Needs Australia,373,urn:li:member:10198288,160
298,World Vision Australia,373,urn:li:member:10198288,11077
299,World Vision Australia,373,urn:li:member:10198288,11077
300,World Vision Australia,373,urn:li:member:10198288,11077
301,World Vision Australia,373,urn:li:member:10198288,11077
302,RFI Technology Solutions,1185,urn:li:member:10198469,2643
303,Versent,1185,urn:li:member:10198469,1798
304,Supply Chain Squared,1185,urn:li:member:10198469,100
305,Optus,1185,urn:li:member:10198469,71403
306,Optus,1185,urn:li:member:10198469,71403
307,Optus,1185,urn:li:member:10198469,71403
308,Optus,1185,urn:li:member:10198469,71403
309,Optus,1185,urn:li:member:10198469,71403
310,Optus,1185,urn:li:member:10198469,71403
311,Bionomics Ltd,650,urn:li:member:10198778,696
312,Mayne Pharma,650,urn:li:member:10198778,7181
313,Novozymes,650,urn:li:member:10198778,82430
314,Bionomics Ltd,650,urn:li:member:10198778,696
315,Bionomics Ltd,650,urn:li:member:10198778,696
316,CSIRO,650,urn:li:member:10198778,53774
317,University of South Australia,650,urn:li:member:10198778,105507
318,University of Adelaide,650,urn:li:member:10198778,95586
319,University of South Australia,650,urn:li:member:10198778,105507
320,SABRENet Ltd,650,urn:li:member:10198778,26
321,TechInSA Startup Support Agency,650,urn:li:member:10198778,586
322,Transport for NSW,688,urn:li:member:102094634,37530
323,nbnâ„¢ Australia,688,urn:li:member:102094634,81613
324,Bulletproof Group Limited,688,urn:li:member:102094634,2385
325,Oakton,688,urn:li:member:102094634,13160
326,Oakton,688,urn:li:member:102094634,13160
327,University of Sydney,688,urn:li:member:102094634,247381
328,University of Sydney,688,urn:li:member:102094634,247381
329,Brisbane Boys'â€‹ College,327,urn:li:member:102126430,1295
330,Seqwater,327,urn:li:member:102126430,6335
331,Seqwater,327,urn:li:member:102126430,6335
332,Australian WaterSecure Innovations Ltd.,327,urn:li:member:102126430,1552
333,IP Australia,327,urn:li:member:102126430,4811
334,QUT (Queensland University of Technology),222,urn:li:member:102129745,174247
335,QUT (Queensland University of Technology),222,urn:li:member:102129745,174247
336,QUT (Queensland University of Technology),222,urn:li:member:102129745,174247
337,QUT (Queensland University of Technology),222,urn:li:member:102129745,174247
338,SU QLD,222,urn:li:member:102129745,719
339,GJI Group,222,urn:li:member:102129745,423
340,SU QLD,222,urn:li:member:102129745,719
341,EcoThought Pty Ltd,943,urn:li:member:10229415,5
342,CSC,943,urn:li:member:10229415,533477
343,KAZ,943,urn:li:member:10229415,1778
344,KAZ,943,urn:li:member:10229415,1778
345,Ministerie van Defensie,943,urn:li:member:10229415,49922
346,Department of Defence,943,urn:li:member:10229415,16434
347,AB Language Services,1514,urn:li:member:10229729,29
348,AAA Scandinavian Translations,1514,urn:li:member:10229729,4
349,AAA Scandinavian Translations,1514,urn:li:member:10229729,4
350,Programmed,745,urn:li:member:1023417,23092
351,Talent2,745,urn:li:member:1023417,87841
352,Computershare Utility Services,745,urn:li:member:1023417,520
353,Computershare Utility Services,745,urn:li:member:1023417,520
354,Programmed,745,urn:li:member:1023417,23092
355,Programmed,745,urn:li:member:1023417,23092
356,Programmed,745,urn:li:member:1023417,23092
357,AGL Energy,745,urn:li:member:1023417,29103
358,Newcastle Permanent Building Society,377,urn:li:member:102382834,2118
359,i2c Inc.,377,urn:li:member:102382834,13896
360,TMA Australia Pty Ltd,377,urn:li:member:102382834,92
361,Gigya,195,urn:li:member:102501814,14792
362,Simple,195,urn:li:member:102501814,2930
363,Gigya,195,urn:li:member:102501814,14792
364,Vivify Creative Pty Ltd,195,urn:li:member:102501814,11
365,Westpac,195,urn:li:member:102501814,126361
366,SDL plc,195,urn:li:member:102501814,72297
367,SDL Campaigns,195,urn:li:member:102501814,
368,Mediasurface,195,urn:li:member:102501814,85
369,Jacobs,418,urn:li:member:102520980,534929
370,Sinclair Knight Merz,418,urn:li:member:102520980,31853
371,Jenkins Legal Services,729,urn:li:member:102552143,58
372,NSW Young Lawyers,729,urn:li:member:102552143,4324
373,The Law Society of New South Wales,729,urn:li:member:102552143,10358
374,NSW Young Lawyers,729,urn:li:member:102552143,4324
375,NSW Young Lawyers,729,urn:li:member:102552143,4324
376,Mullane & Lindsay Solicitors,729,urn:li:member:102552143,154
377,Jenkins Legal Services,729,urn:li:member:102552143,58
378,Newcastle Law Society,729,urn:li:member:102552143,206
379,Property NSW,218,urn:li:member:102602988,2128
380,WorleyParsons,1255,urn:li:member:10260651,470336
381,WorleyParsons,1255,urn:li:member:10260651,470336
382,WorleyParsons,1255,urn:li:member:10260651,470336
383,Chevron,1255,urn:li:member:10260651,1515175
384,WorleyParsons,1255,urn:li:member:10260651,470336
385,WorleyParsons,1255,urn:li:member:10260651,470336
386,WorleyParsons,1255,urn:li:member:10260651,470336
387,WorleyParsons,1255,urn:li:member:10260651,470336
388,Transfield Worley,1255,urn:li:member:10260651,6262
389,Lycopodium Limited,1255,urn:li:member:10260651,8609
390,BAE Systems,1255,urn:li:member:10260651,296175
391,HBF Health,274,urn:li:member:10263423,5211
392,"Birchman, an SMS Management & Technology company",274,urn:li:member:10263423,
393,Beacon,274,urn:li:member:10263423,4739
394,Immersive Technologies,274,urn:li:member:10263423,7019
395,Cushman & Wakefield,476,urn:li:member:10263712,324676
396,Cushman & Wakefield,476,urn:li:member:10263712,324676
397,Swan Services Pty Ltd,476,urn:li:member:10263712,73
398,Amazing Colombia S.A.,476,urn:li:member:10263712,945
399,Cushman & Wakefield,476,urn:li:member:10263712,324676
400,Cushman & Wakefield,476,urn:li:member:10263712,324676
401,Fujitsu Australia Limited,641,urn:li:member:102683185,20763
402,Fujitsu Australia Limited,641,urn:li:member:102683185,20763
403,Utonic Beverages Pty Ltd,689,urn:li:member:102701422,37
404,Collingwood Football Club,689,urn:li:member:102701422,4947
405,Melbourne Victory Football Club,689,urn:li:member:102701422,3975
406,Victoria University,689,urn:li:member:102701422,91391
407,Western Bulldogs,689,urn:li:member:102701422,3570
408,Meat & Livestock Australia,689,urn:li:member:102701422,9039
409,QUT (Queensland University of Technology),1983,urn:li:member:102801569,174247
410,Pharmaceutical Society of Australia,1983,urn:li:member:102801569,9337
411,The University of Queensland,1983,urn:li:member:102801569,181090
412,eHealth NSW,3466,urn:li:member:10284704,3853
413,eHealth NSW,3466,urn:li:member:10284704,3853
414,eHealth NSW,3466,urn:li:member:10284704,3853
415,George Weston Foods,3466,urn:li:member:10284704,17712
416,GrainCorp,3466,urn:li:member:10284704,17652
417,Ramsay Health Care,3466,urn:li:member:10284704,21826
418,Sydney Trains,3466,urn:li:member:10284704,12325
419,Kronos Incorporated,3466,urn:li:member:10284704,53829
420,Thomson Reuters,3466,urn:li:member:10284704,1243642
421,Mercer,3466,urn:li:member:10284704,283364
422,Patrick,3466,urn:li:member:10284704,6195
423,Lexmark,3466,urn:li:member:10284704,71250
424,Unisys,3466,urn:li:member:10284704,212547
425,Sensis,3466,urn:li:member:10284704,13344
426,Australian Government,125,urn:li:member:10284734,10724
427,Australian Government Department of Human Services,125,urn:li:member:10284734,14189
428,Australian Government,125,urn:li:member:10284734,10724
429,Centrelink,125,urn:li:member:10284734,4343
430,Hewlett Packard Enterprise,125,urn:li:member:10284734,2643909
431,News Corp,587,urn:li:member:10284785,36946
432,NPS MedicineWise,587,urn:li:member:10284785,5138
433,IAG,587,urn:li:member:10284785,39784
434,IAG,587,urn:li:member:10284785,39784
435,IAG,587,urn:li:member:10284785,39784
436,IAG,587,urn:li:member:10284785,39784
437,IAG,587,urn:li:member:10284785,39784
438,IAG,587,urn:li:member:10284785,39784
439,Optus,587,urn:li:member:10284785,71403
440,Optus,587,urn:li:member:10284785,71403
441,Optus,587,urn:li:member:10284785,71403
442,Outward Bound Australia,587,urn:li:member:10284785,750
443,"Department of Environment, Land, Water and Planning",456,urn:li:member:10284872,10262
444,Metropolitan Fire Brigade (MFB),456,urn:li:member:10284872,3531
445,Spatial Vision,456,urn:li:member:10284872,1696
446,"Department for Environment, Food and Rural Affairs",456,urn:li:member:10284872,23210
447,Three.,456,urn:li:member:10284872,38400
448,World Health Organization,456,urn:li:member:10284872,397961
449,Dentons,692,urn:li:member:102850080,43040
450,Gadens,692,urn:li:member:102850080,9367
451,PwC,692,urn:li:member:102850080,1660685
452,Allphones,1030,urn:li:member:102879088,608
453,TiE,1030,urn:li:member:102879088,9167
454,Blue Sky Design Group Pty Ltd,1030,urn:li:member:102879088,947
455,Salmat,1030,urn:li:member:102879088,20523
456,Brisbane City Council,881,urn:li:member:10289040,30686
457,Dimension Data,881,urn:li:member:10289040,229951
458,Department of Agriculture and Fisheries (Queensland),881,urn:li:member:10289040,2467
459,Tatts Group,881,urn:li:member:10289040,8453
460,Department of Agriculture and Fisheries (Queensland),881,urn:li:member:10289040,2467
461,Brisbane City Council,881,urn:li:member:10289040,30686
462,Brisbane City Council,881,urn:li:member:10289040,30686
463,Brisbane City Council,881,urn:li:member:10289040,30686
464,Brisbane City Council,881,urn:li:member:10289040,30686
465,Brisbane City Council,881,urn:li:member:10289040,30686
466,Rio Tinto Alcan,881,urn:li:member:10289040,
467,CITEC,881,urn:li:member:10289040,2281
468,CITEC,881,urn:li:member:10289040,2281
469,Telstra,881,urn:li:member:10289040,192638
470,SPARQ Solutions,881,urn:li:member:10289040,1840
471,Queensland Health,881,urn:li:member:10289040,70939
472,ABB Enterprise Software,881,urn:li:member:10289040,63348
473,Energy Queensland,881,urn:li:member:10289040,3192
474,IDEXX,181,urn:li:member:103006522,52034
475,University of Adelaide,181,urn:li:member:103006522,95586
476,Murdoch University,181,urn:li:member:103006522,58249
477,Intertek,181,urn:li:member:103006522,153731
478,Westpac Group,1400,urn:li:member:103019960,68511
479,Westpac Group,1400,urn:li:member:103019960,68511
480,Westpac Group,1400,urn:li:member:103019960,68511
481,Qantas,1400,urn:li:member:103019960,196976
482,Qantas,1400,urn:li:member:103019960,196976
483,Qantas,1400,urn:li:member:103019960,196976
484,Amazon Web Services,549,urn:li:member:103030007,791839
485,Amazon Web Services,549,urn:li:member:103030007,791839
486,Amazon Web Services,549,urn:li:member:103030007,791839
487,Amazon Web Services,549,urn:li:member:103030007,791839
488,David Jones,549,urn:li:member:103030007,45159
489,David Jones,549,urn:li:member:103030007,45159
490,David Jones,549,urn:li:member:103030007,45159
491,Bravura Solutions,549,urn:li:member:103030007,8480
492,David Jones,549,urn:li:member:103030007,45159
493,CSC,549,urn:li:member:103030007,533477
494,Gray Puksand,765,urn:li:member:10309879,2324
495,InterContinental Hotels Group (IHGÂ®),2764,urn:li:member:103207700,372183
496,JLL's Hotels & Hospitality Group,2764,urn:li:member:103207700,19748
497,InterContinental Hotels Group (IHGÂ®),2764,urn:li:member:103207700,372183
498,Adani Australia,1588,urn:li:member:103234777,9142
499,Aurecon,1588,urn:li:member:103234777,123247
500,Aurecon,1588,urn:li:member:103234777,123247
501,Seqwater,1588,urn:li:member:103234777,6335
502,Ray White,1588,urn:li:member:103234777,20095
503,Highlands Pacific,1588,urn:li:member:103234777,322
504,Joy Global Inc.,1588,urn:li:member:103234777,32425
505,SRK Consulting,1588,urn:li:member:103234777,27603
506,SRK Consulting,1588,urn:li:member:103234777,27603
507,Jacobs,1588,urn:li:member:103234777,534929
508,Fulton Hogan,1005,urn:li:member:103238059,30786
509,Fulton Hogan,1005,urn:li:member:103238059,30786
510,Fulton Hogan,1005,urn:li:member:103238059,30786
511,CPB Contractors,1005,urn:li:member:103238059,117254
512,CPB Contractors,1005,urn:li:member:103238059,117254
513,CPB Contractors,1005,urn:li:member:103238059,117254
514,John Sisk & Son Ltd,1005,urn:li:member:103238059,13004
515,Pensar Infrastructure,2418,urn:li:member:103246706,4457
